,Author,Date,Message
307,Mickey Mouse,"Mar 30, 2020, 5:11 AM",In Heaven and Hell thy power above compare; 
308,William Shakespeare,"Mar 30, 2020, 5:11 AM",Doing or suffering: but of this be sure-- 
309,Other,"Mar 30, 2020, 5:10 AM","Then herbs of every leaf, that sudden flowered "
310,Other,"Mar 30, 2020, 5:10 AM","More meek, came with the firstlings of his flock, "
311,Mickey Mouse,"Mar 30, 2020, 5:10 AM","That excellence thought in thee; and implies, "
312,William Shakespeare,"Mar 30, 2020, 5:10 AM","All knees in Heaven, and shall confess him Lord: "
313,William Shakespeare,"Mar 30, 2020, 5:10 AM","But with no friendly voice, and add thy name, "
314,William Shakespeare,"Mar 30, 2020, 5:10 AM",Her state with oary feet; yet oft they quit 
315,William Shakespeare,"Mar 30, 2020, 5:10 AM","Perpetual banishment.  Yet, lest they faint "
316,William Shakespeare,"Mar 30, 2020, 5:10 AM","That little which is left so to defend, "
317,William Shakespeare,"Mar 30, 2020, 5:10 AM",In progress through the road of Heaven star-paved. 
318,William Shakespeare,"Mar 30, 2020, 5:10 AM",Sprung from the deep; and from her native east 
319,William Shakespeare,"Mar 30, 2020, 5:09 AM","Clothed us unworthy, pitying while he judged; "
320,Mickey Mouse,"Mar 30, 2020, 5:05 AM","For Man's offence.  O unexampled love, "
321,Mickey Mouse,"Mar 30, 2020, 5:04 AM","My bow and thunder, my almighty arms "
322,Other,"Mar 30, 2020, 5:04 AM","In confused march forlorn, th' adventurous bands, "
323,Mickey Mouse,"Mar 30, 2020, 5:04 AM",So spake the fervent Angel; but his zeal 
324,William Shakespeare,"Mar 30, 2020, 4:29 AM","Flourished, since mute! to some great cause addressed, "
325,Mickey Mouse,"Mar 30, 2020, 4:27 AM","As I bent down to look, just opposite "
326,William Shakespeare,"Mar 29, 2020, 8:00 PM","Thus early, thus alone: Her heavenly form "
327,Donald Duck,"Mar 28, 2020, 10:08 PM","O Earth, how like to Heaven, if not preferred "
328,Mickey Mouse,"Mar 28, 2020, 10:06 PM","From their Creator, and transgress his will "
329,William Shakespeare,"Mar 28, 2020, 10:06 PM","Or think thee unbefitting holiest place, "
330,Donald Duck,"Mar 28, 2020, 10:06 PM","The atheist crew, but with redoubled blow "
331,Donald Duck,"Mar 28, 2020, 10:06 PM","The parts of each from other, that seem most "
332,Donald Duck,"Mar 28, 2020, 10:05 PM",Of blowing myrrh and balm: if thou accept 
333,Mickey Mouse,"Mar 28, 2020, 10:05 PM",To other speedy aid might lend at need: 
334,Donald Duck,"Mar 28, 2020, 10:05 PM","Not well conceived of God, who, though his power "
335,Donald Duck,"Mar 28, 2020, 10:05 PM",To whose bright image nigntly by the moon 
336,Donald Duck,"Mar 28, 2020, 8:50 PM",Contented that thus far hath been revealed 
337,William Shakespeare,"Mar 23, 2020, 1:22 AM","Dropt from the zenith, like a falling star, "
338,Other,"Mar 23, 2020, 12:47 AM","No sanctity, if none be thither brought "
339,William Shakespeare,"Mar 23, 2020, 12:40 AM","Hear, all ye Angels, progeny of light, "
340,William Shakespeare,"Mar 23, 2020, 12:40 AM","Your dungeon, stretching far and wide beneath; "
341,Other,"Mar 19, 2020, 4:52 PM"," To mortal men, above which only shone "
342,Other,"Mar 19, 2020, 4:51 PM","Beneath the Azores; whether the prime orb, "
343,William Shakespeare,"Mar 19, 2020, 4:02 PM",His place of birth a solemn Angel tells 
344,Mickey Mouse,"Mar 19, 2020, 2:24 PM", 
345,Mickey Mouse,"Mar 19, 2020, 2:24 PM",Yet not to Earth are those bright luminaries 
346,Mickey Mouse,"Mar 18, 2020, 1:51 AM",Bordering on light; when straight behold the throne 
347,Donald Duck,"Mar 18, 2020, 12:34 AM","With reverence I must meet, and thou retire. "
348,Other,"Mar 18, 2020, 12:34 AM",Insatiate; I thus single;nor have feared 
349,Mickey Mouse,"Mar 18, 2020, 12:34 AM","Defeating Sin and Death, his two main arms; "
350,Mickey Mouse,"Mar 18, 2020, 12:34 AM",This hill; let Eve (for I have drenched her eyes) 
351,Mickey Mouse,"Mar 18, 2020, 12:33 AM","Or Neptune's ire, or Juno's, that so long "
352,Mickey Mouse,"Mar 18, 2020, 12:33 AM",And on her ample square from side to side 
353,Donald Duck,"Mar 18, 2020, 12:30 AM",Had in her sober livery all things clad; 
354,Mickey Mouse,"Mar 18, 2020, 12:30 AM","This yet I apprehend not, why to those "
355,Donald Duck,"Mar 18, 2020, 12:30 AM",As good have grown there still a lifeless rib. 
356,Donald Duck,"Mar 18, 2020, 12:29 AM",Of all his works:  therefore the Omnipotent 
357,Mickey Mouse,"Mar 18, 2020, 12:29 AM","That wash thy hallow'd feet, and warbling flow, "
358,Donald Duck,"Mar 18, 2020, 12:29 AM","Descend to?  Who aspires, must down as low "
359,Mickey Mouse,"Mar 18, 2020, 12:29 AM","Alone, without exteriour help sustained? "
360,Donald Duck,"Mar 18, 2020, 12:27 AM","From his strong hold of Heaven, high over-ruled "
361,Other,"Mar 18, 2020, 12:27 AM","Palpable darkness, and blot out three days; "
362,Mickey Mouse,"Mar 18, 2020, 12:24 AM","Divided, and to either flank retired: "
363,Other,"Mar 17, 2020, 2:08 AM",Taught by the heavenly Muse to venture down 
364,Donald Duck,"Mar 17, 2020, 2:06 AM","To nourish, and superfluous moist consumes: "
365,Other,"Mar 17, 2020, 2:06 AM","Down dropt, and all the faded roses shed: "
366,Mickey Mouse,"Mar 17, 2020, 2:06 AM","But to convince the proud what signs avail, "
367,Other,"Mar 17, 2020, 2:06 AM","Lop overgrown, or prune, or prop, or bind, "
368,Donald Duck,"Mar 17, 2020, 2:06 AM",Comes thundering back with dreadful revolution 
369,Donald Duck,"Mar 17, 2020, 2:06 AM","Straight toward Heaven my wondering eyes I turned, "
370,Donald Duck,"Mar 17, 2020, 2:06 AM","Their place of rest, and Providence their guide: "
371,Donald Duck,"Mar 17, 2020, 2:05 AM","'Here, happy creature, fair angelick Eve! "
372,Other,"Mar 17, 2020, 2:05 AM","Seized us, though undismayed. Long is the way "
373,Other,"Mar 17, 2020, 2:05 AM","From entrance or Cherubick watch, by stealth "
374,Mickey Mouse,"Mar 17, 2020, 2:05 AM",Monarch in Heaven till then as one secure 
375,Donald Duck,"Mar 17, 2020, 2:01 AM",And here art likeliest by supreme decree 
376,Donald Duck,"Mar 17, 2020, 2:00 AM","Of that alluring fruit, urged me so keen. "
377,Other,"Mar 17, 2020, 2:00 AM","My only Son, and on this holy hill "
378,Donald Duck,"Mar 17, 2020, 1:59 AM",That shook Heaven's whole circumference confirmed. 
379,Other,"Mar 17, 2020, 1:59 AM","But, to our power, hostility and hate, "
380,Other,"Mar 17, 2020, 1:59 AM","Or in behalf of Man, or to invade "
381,Other,"Mar 17, 2020, 1:58 AM",So wonderously was set his station bright. 
382,Donald Duck,"Mar 17, 2020, 1:31 AM","Hath touched my sense, flat seems to this, and harsh. "
383,William Shakespeare,"Mar 16, 2020, 10:43 PM",Down from a sky of jasper lighted now 
384,Other,"Mar 16, 2020, 10:43 PM",Begirt with British and Armoric knights; 
385,Other,"Mar 16, 2020, 10:43 PM","Demoniack phrenzy, moaping melancholy, "
386,William Shakespeare,"Mar 16, 2020, 10:30 PM",Bursting with kindly rupture forth disclosed 
387,Other,"Mar 16, 2020, 10:27 PM","Grievous to bear: but that care now is past, "
388,Other,"Mar 16, 2020, 10:27 PM",As wantonly repaid; in lust they burn: 
389,Other,"Mar 16, 2020, 10:27 PM","If thence he scape, into whatever world, "
390,Mickey Mouse,"Mar 16, 2020, 10:26 PM",To whom in brief thus Abdiel stern replied. 
391,William Shakespeare,"Mar 16, 2020, 9:47 PM","Laborious, till day droop; while here we dwell, "
392,Other,"Mar 16, 2020, 9:41 PM","From me returned, as erst thou saidst, from flight, "
393,Other,"Mar 16, 2020, 9:41 PM","Pursues the Arimaspian, who by stealth "
394,Other,"Mar 16, 2020, 9:38 PM",  But now at last the sacred influence 
395,Other,"Mar 16, 2020, 9:37 PM","Among the angelick Powers, and the deep fall "
396,William Shakespeare,"Mar 16, 2020, 9:37 PM","Fusil or graven in metal.  After these, "
397,William Shakespeare,"Mar 16, 2020, 9:36 PM","Of mischief, and polluted from the end "
398,Other,"Mar 16, 2020, 9:36 PM",To judge them with his Saints; him the Most High 
399,Mickey Mouse,"Mar 16, 2020, 9:36 PM",Proportional ascent; which cannot be 
400,William Shakespeare,"Mar 16, 2020, 9:36 PM","Assist us; But, if much converse perhaps "
401,Other,"Mar 16, 2020, 9:36 PM","The debt immense of endless gratitude, "
402,William Shakespeare,"Mar 16, 2020, 9:36 PM","On their embattled ranks the waves return, "
403,Other,"Mar 16, 2020, 9:36 PM", $ thou wilt not leave me in the loathsome grave 
404,Other,"Mar 16, 2020, 9:35 PM","All the unaccomplished works of Nature's hand, "
405,William Shakespeare,"Mar 16, 2020, 9:35 PM","Sat in their sad discourse, and various plaint, "
406,Other,"Mar 16, 2020, 9:34 PM","Their Maker, or their making, or their fate, "
407,Other,"Mar 16, 2020, 9:34 PM","Prudent lest, from his resolution raised, "
408,William Shakespeare,"Mar 16, 2020, 9:34 PM","Invulnerable, impenetrably armed; "
409,Other,"Mar 16, 2020, 9:34 PM","My droused sense, untroubled, though I thought "
410,Mickey Mouse,"Mar 16, 2020, 9:34 PM","Torment with ease, and soonest recompense "
411,Other,"Mar 16, 2020, 9:34 PM",And with obsequious majesty approved 
412,Other,"Mar 16, 2020, 9:34 PM","He will instruct us praying, and of grace "
413,Mickey Mouse,"Mar 16, 2020, 9:33 PM","Humbly their faults, and pardon begged; with tears "
414,William Shakespeare,"Mar 16, 2020, 9:33 PM","Two days are therefore past, the third is thine; "
415,Mickey Mouse,"Mar 16, 2020, 9:33 PM","To evangelize the nations, then on all "
416,Other,"Mar 16, 2020, 9:33 PM","Their language and their ways?  They also know, "
417,Mickey Mouse,"Mar 16, 2020, 9:33 PM","From mortal or immortal minds. Thus they, "
418,William Shakespeare,"Mar 16, 2020, 9:33 PM",My voice dissuades; for what can force or guile 
419,William Shakespeare,"Mar 16, 2020, 9:33 PM",Substantially express'd; and in his face 
420,Other,"Mar 16, 2020, 9:32 PM","They limb themselves, and colour, shape, or size "
421,William Shakespeare,"Mar 16, 2020, 9:32 PM","My droused sense, untroubled, though I thought "
422,William Shakespeare,"Mar 16, 2020, 9:32 PM",To show thee what shall come in future days 
423,Other,"Mar 16, 2020, 9:31 PM",Long under darkness cover. But these thoughts 
424,Other,"Mar 16, 2020, 9:31 PM","Or with repose; and such discourse bring on, "
425,Other,"Mar 16, 2020, 9:31 PM","My wandering, had not he, who was my guide "
426,Other,"Mar 15, 2020, 12:40 PM","But say, if our Deliverer up to Heaven "
427,Other,"Mar 15, 2020, 12:39 PM",Upon confusion rose:  And now all Heaven 
428,William Shakespeare,"Mar 15, 2020, 7:33 AM","Rain, day and night; all fountains of the deep, "
429,William Shakespeare,"Mar 15, 2020, 7:33 AM","His counsel, whom she had displeased, his aid: "
430,Other,"Mar 15, 2020, 7:33 AM","They gathered, broad as Amazonian targe; "
431,William Shakespeare,"Mar 15, 2020, 7:32 AM",His trust was with th' Eternal to be deemed 
432,William Shakespeare,"Mar 15, 2020, 7:32 AM","Departure from this happy place, our sweet "
433,Other,"Mar 15, 2020, 7:31 AM","Original: while Adam took no thought, "
434,William Shakespeare,"Mar 15, 2020, 7:30 AM","Blow moist and keen, shattering the graceful locks "
435,William Shakespeare,"Mar 15, 2020, 7:30 AM",And Heaven he named the Firmament:  So even 
436,William Shakespeare,"Mar 15, 2020, 7:30 AM","To the terrestrial moon be as a star, "
437,William Shakespeare,"Mar 15, 2020, 7:30 AM",To be both will and deed created free; 
438,William Shakespeare,"Mar 15, 2020, 7:30 AM","The great Work-master, leads to no excess "
439,William Shakespeare,"Mar 15, 2020, 7:30 AM","Of gesture, or least action, overawed "
440,Other,"Mar 15, 2020, 7:29 AM","And fluttered into rags; then reliques, beads, "
441,William Shakespeare,"Mar 15, 2020, 7:29 AM",One flesh; to lose thee were to lose myself. 
442,William Shakespeare,"Mar 15, 2020, 7:29 AM","The sport of winds:  All these, upwhirled aloft, "
443,William Shakespeare,"Mar 15, 2020, 7:29 AM",Irreparable; terms of peace yet none 
444,Other,"Mar 15, 2020, 7:29 AM",To his bold riot:  Dreadful was the din 
445,William Shakespeare,"Mar 15, 2020, 6:34 AM","Invests the sea, and wished morn delays. "
446,William Shakespeare,"Mar 14, 2020, 6:27 PM","Lay sleeping, ran before; but found her waked; "
447,Donald Duck,"Mar 14, 2020, 5:26 PM","And fierce demeanour seems the Prince of Hell, "
448,Other,"Mar 14, 2020, 4:52 AM",And god-like imitated state: him round 
449,Mickey Mouse,"Mar 14, 2020, 3:53 AM","In signal of remove, waves fiercely round: "
450,Mickey Mouse,"Mar 14, 2020, 3:53 AM","In us who serve, new counsels to debate "
451,Mickey Mouse,"Mar 14, 2020, 3:53 AM",None arguing stood; innumerable hands 
452,Other,"Mar 14, 2020, 3:38 AM","Not sunk in carnal pleasure; for which cause, "
453,Other,"Mar 14, 2020, 3:38 AM",Deliverance for us all. This enterprise 
454,Other,"Mar 14, 2020, 2:40 AM",Satan alighted walks:  A globe far off 
455,Other,"Mar 14, 2020, 2:38 AM",O Heaven! in evil strait this day I stand 
456,Other,"Mar 14, 2020, 2:36 AM",(For by the Woman's seed) on all mankind: 
457,William Shakespeare,"Mar 14, 2020, 2:35 AM","Heaven's highth, and with the center mix the pole. "
458,Other,"Mar 14, 2020, 2:35 AM",Needless to thee repeated; nor unknown 
459,William Shakespeare,"Mar 14, 2020, 2:35 AM","Both him and thee, and all the heavenly host "
460,William Shakespeare,"Mar 14, 2020, 2:34 AM","Or flocks, or herds, or human face divine; "
461,Other,"Mar 14, 2020, 2:34 AM","Disporting, till the amorous bird of night "
462,Other,"Mar 14, 2020, 2:34 AM","Each other's burden, in our share of woe; "
463,Other,"Mar 14, 2020, 2:33 AM",And torment less than none of what we dread; 
464,Other,"Mar 14, 2020, 2:33 AM","A world from utter loss, and hast been found "
465,William Shakespeare,"Mar 14, 2020, 2:33 AM",Thy hatred for this misery befallen; 
466,William Shakespeare,"Mar 14, 2020, 2:33 AM","These disobedient:  Sore hath been their fight, "
467,William Shakespeare,"Mar 14, 2020, 2:32 AM",Our overture; and turn not back perverse: 
468,Other,"Mar 14, 2020, 2:32 AM","Some one intent on mischief, or inspired "
469,William Shakespeare,"Mar 14, 2020, 2:32 AM",Can by his fraud be shaken or seduced; 
470,Other,"Mar 14, 2020, 2:32 AM","How have I then with whom to hold converse, "
471,Other,"Mar 14, 2020, 2:31 AM","And sons of Men, whom God hath thus advanced! "
472,Other,"Mar 14, 2020, 2:31 AM","With Lapland witches, while the labouring moon "
473,William Shakespeare,"Mar 14, 2020, 2:31 AM","Yet all had heard, with audible lament "
474,William Shakespeare,"Mar 14, 2020, 2:31 AM",Innumerable before the Almighty's throne 
475,William Shakespeare,"Mar 14, 2020, 2:31 AM",Not long; for sudden all at once their reeds 
476,Other,"Mar 14, 2020, 2:31 AM",With horrid strides; Hell trembled as he strode. 
477,William Shakespeare,"Mar 14, 2020, 2:30 AM",At random yielded up to their misrule; 
478,William Shakespeare,"Mar 14, 2020, 2:30 AM","Rescued, had in his righteousness been lost? "
479,Other,"Mar 14, 2020, 2:30 AM",Where he fell flat and shamed his worshippers: 
480,William Shakespeare,"Mar 14, 2020, 2:30 AM","We may no longer stay: go, waken Eve; "
481,Other,"Mar 14, 2020, 2:30 AM",From imposition of strict laws to free 
482,Other,"Mar 14, 2020, 2:29 AM","Of many a coloured plume, sprinkled with gold; "
483,William Shakespeare,"Mar 14, 2020, 2:29 AM",O sacred name of faithfulness profaned! 
484,William Shakespeare,"Mar 14, 2020, 2:29 AM","Should God create another Eve, and I "
485,Other,"Mar 14, 2020, 2:29 AM",Thy hearing; such commission from above 
486,William Shakespeare,"Mar 14, 2020, 2:18 AM",Whenever that shall be: so Fate pronounced. 
487,Donald Duck,"Mar 12, 2020, 10:29 PM","On evil days though fallen, and evil tongues; "
488,Donald Duck,"Mar 12, 2020, 10:25 PM","Rhene or the Danaw, when her barbarous sons "
489,Donald Duck,"Mar 12, 2020, 10:25 PM",His glory to augment. The bold design 
490,Other,"Mar 12, 2020, 10:24 PM","None shall partake with me."" Thus saying, rose "
491,Donald Duck,"Mar 12, 2020, 10:23 PM",To see how thou couldest judge of fit and meet: 
492,Donald Duck,"Mar 12, 2020, 10:23 PM","High thron'd above all highth, bent down his eye "
493,Donald Duck,"Mar 12, 2020, 10:23 PM",Defeated of his seisure many days 
494,Other,"Mar 12, 2020, 10:23 PM","Justice with mercy, as may illustrate most "
495,Donald Duck,"Mar 12, 2020, 10:22 PM",Their crowns inwove with amarant and gold; 
496,Donald Duck,"Mar 12, 2020, 10:22 PM","For ever, to remove him I decree, "
497,Other,"Mar 12, 2020, 10:22 PM","Rescued, had in his righteousness been lost? "
498,Donald Duck,"Mar 12, 2020, 10:21 PM","In billows, leave i' th' midst a horrid vale. "
499,Donald Duck,"Mar 12, 2020, 10:21 PM","Poured forth profuse on hill, and dale, and plain, "
500,William Shakespeare,"Mar 12, 2020, 10:21 PM","That, jealous of their secrets, fiercely opposed "
501,Other,"Mar 12, 2020, 10:21 PM",Was known in Heaven; for what can 'scape the eye 
502,Donald Duck,"Mar 12, 2020, 10:21 PM","Served only to discover sights of woe, "
503,Donald Duck,"Mar 12, 2020, 10:21 PM","Reared high their flourished heads between, and wrought "
504,William Shakespeare,"Mar 12, 2020, 10:02 PM","Even shame, the last of evils; of the first "
505,Other,"Mar 12, 2020, 8:37 PM",If such astonishment as this can seize 
506,Mickey Mouse,"Mar 12, 2020, 7:49 PM","Witness the streets of Sodom, and that night "
507,William Shakespeare,"Mar 12, 2020, 7:30 PM","Or longitude,) where the great luminary "
508,Other,"Mar 12, 2020, 5:55 PM","Hail, universal Lord, be bounteous still "
509,Mickey Mouse,"Mar 12, 2020, 5:36 PM","Of instruments, that made melodious chime, "
510,Other,"Mar 12, 2020, 5:35 PM","The full blaze of thy beams, and, through a cloud "
511,Mickey Mouse,"Mar 12, 2020, 5:35 PM","To hill, or valley, fountain, or fresh shade, "
512,Mickey Mouse,"Mar 12, 2020, 5:35 PM","Like honour to obtain, and as his eye "
513,Mickey Mouse,"Mar 12, 2020, 5:35 PM","Thy judgement to do aught, which else free will "
514,Other,"Mar 12, 2020, 5:19 PM","  They heard, and were abashed, and up they sprung "
515,Mickey Mouse,"Mar 12, 2020, 4:37 PM","Hail mixed with fire, must rend the Egyptians sky, "
516,Other,"Mar 12, 2020, 4:15 PM",Absolute rule; and hyacinthine locks 
517,Other,"Mar 12, 2020, 4:15 PM","With large wine-offerings poured, and sacred feast, "
518,Other,"Mar 12, 2020, 4:15 PM","And live for ever, dream at least to live "
519,William Shakespeare,"Mar 12, 2020, 3:57 PM","Bold or loquacious, thus abashed replied. "
520,William Shakespeare,"Mar 12, 2020, 3:57 PM","Volatile Hermes, and call up unbound "
521,Mickey Mouse,"Mar 12, 2020, 12:27 PM","To their prepared ill mansion driven down, "
522,Other,"Mar 12, 2020, 4:30 AM","A help, became thy snare; to me reproach "
523,Other,"Mar 12, 2020, 4:26 AM","Fast by a fountain, one small thicket past "
524,Other,"Mar 12, 2020, 4:24 AM","Which here, though plenteous, all too little seems "
